time,area
Feb_17_07_29_29,1.23023343373494
Feb_17_08_02_33,1.2239534447156
Feb_17_08_35_36,1.2432432432432432
Feb_17_09_08_40,1.2482497634815515
Feb_17_09_41_44,1.2127337993576421
Feb_17_10_14_49,1.1804511278195489
Feb_17_10_47_53,1.2007568590350046
Feb_17_11_20_56,1.1718395155185466
Feb_17_11_54_01,1.2177191328934969
Feb_17_12_27_05,1.1712238355647746
Feb_17_13_00_09,1.2068706589074527
Feb_17_13_33_14,1.2518406645270908
Feb_17_14_06_18,1.275842590849181
Feb_17_14_39_23,1.313253012048193
Feb_17_15_12_27,1.2419385253630022
Feb_17_15_45_32,1.3460018814675447
Feb_17_16_18_37,1.2686004897344134
Feb_17_16_51_41,1.3299300434864814
Feb_17_17_24_47,1.3427762039660056
Feb_17_17_57_51,1.401885014137606
Feb_17_18_30_55,1.36
Feb_17_19_03_59,1.3815962441314553
Feb_17_19_37_04,1.448717948717949
Feb_17_20_10_08,1.4363567791815952
Feb_17_20_43_12,1.4469568494441303
Feb_17_21_16_16,1.482980332829047
Feb_17_21_49_20,1.5223037831733484
Feb_17_22_22_24,1.5333708286464194
Feb_17_22_55_28,1.548030018761726
Feb_17_23_28_32,1.5665349143610012
Feb_18_00_01_36,1.5716165413533831
Feb_18_00_34_41,1.5317192192192193
Feb_18_01_07_45,1.5500281584381452
Feb_18_01_40_50,1.5525967894239847
Feb_18_02_13_54,1.6111740279350697
Feb_18_02_46_57,1.535734489911371
Feb_18_03_20_01,1.546824948181647
Feb_18_03_53_04,1.6288951841359773
Feb_18_04_26_08,1.5436874882053218
Feb_18_04_59_12,1.548180275315859
Feb_18_05_32_16,1.5426371149511646
Feb_18_06_05_20,1.6290566037735847
Feb_18_09_31_44,1.595138625142423
Feb_18_10_04_52,1.6365705614567527
Feb_18_10_37_56,1.5984848484848484
Feb_18_11_11_00,1.5922697991663508
Feb_18_11_44_03,1.6131843152112142
Feb_18_12_17_08,1.6227488151658767
Feb_18_12_50_11,1.615793470007593
Feb_18_13_23_15,1.5954097116843704
Feb_18_13_56_20,1.5864675864675861
Feb_18_14_29_24,1.650934491221446
Feb_18_15_02_28,1.646343779677113
Feb_18_15_35_31,1.7009505703422052
Feb_18_16_08_34,1.6676777251184833
Feb_18_16_41_39,1.649763481551561
Feb_18_17_14_42,1.6684380337825013
Feb_18_17_47_45,1.6770951839211223
Feb_18_18_20_49,1.7112421533193838
Feb_18_18_53_54,1.773513205396162
Feb_18_19_26_58,1.79678334910123
Feb_18_20_00_01,1.8547867298578198
Feb_18_20_33_05,1.8551606158524996
Feb_18_21_06_08,1.8919071873231466
Feb_18_21_39_10,1.9529033478343107
Feb_18_22_12_15,1.9103487490523123
Feb_18_23_51_32,1.9493780993456165
Feb_19_00_24_35,1.9884074496389206
Feb_19_00_57_38,2.0507315219456586
Feb_19_01_30_41,2.051076805793787
Feb_19_02_03_44,2.011751326762699
Feb_19_02_36_53,2.0144103147516117
Feb_19_03_09_57,2.0415796468577936
Feb_19_03_43_00,2.0666666666666664
Feb_19_04_16_04,2.0109827684150727
Feb_19_04_49_08,2.112665261544357
Feb_19_05_22_12,2.0815508021390374
Feb_19_05_55_15,2.110899752710672
Feb_19_06_28_18,2.1036631419939575
Feb_19_07_01_21,2.001705191360364
Feb_19_07_34_25,2.0868744098205854
Feb_19_08_07_28,2.0946969696969697
Feb_19_08_40_31,1.9675890826383624
Feb_19_09_13_35,1.932447817836812
Feb_19_09_46_39,1.9543552681627996
Feb_19_10_19_44,1.9046626231993935
Feb_19_10_52_48,1.9474781949184679
Feb_19_11_25_52,1.9746019711902956
Feb_19_11_58_55,1.9908204245553642
Feb_19_12_32_01,1.9767972613160898
Feb_19_13_05_05,2.011954459203036
Feb_19_13_38_09,2.052561920968047
Feb_19_14_11_12,2.0651471984805316
Feb_19_14_44_15,2.070793109975393
Feb_19_15_17_19,2.108031137269793
Feb_19_15_50_23,2.0854814253222136
Feb_19_16_56_33,2.140788721661269
Feb_19_17_29_37,2.160952380952381
Feb_19_18_02_42,2.1765151515151513
Feb_19_18_35_46,2.2292301829268295
Feb_19_19_08_51,2.2895284983904562
Feb_19_19_41_56,2.3633587786259542
Feb_19_20_15_00,2.3721861884776803
Feb_19_20_48_04,2.3780395136778116
Feb_20_09_01_48,2.695561456752656
Feb_20_09_46_41,2.6784796428688056
Feb_20_10_19_44,2.6613978289849554
Feb_20_10_52_48,2.595938508255836
Feb_20_11_25_54,2.5011376564277588
Feb_20_11_58_58,2.641888018345117
Feb_20_12_32_02,2.5785659801678107
Feb_20_13_05_07,2.5740072202166067
Feb_20_13_38_10,2.5571184185516063
Feb_20_14_11_14,2.6090456113453433
Feb_20_14_44_18,2.611196319018405
Feb_20_15_17_22,2.59269877675841
Feb_20_15_50_26,2.5595351495522958
Feb_20_16_23_31,2.675177577270109
Feb_20_17_29_42,2.820694951046266
Feb_20_18_02_46,2.7777777777777777
Feb_20_18_35_49,2.7685132305349325
Feb_20_19_12_43,2.7797051012701326
Feb_20_19_45_46,2.7908969720053323
Feb_20_20_18_50,2.7882487600152617
Feb_20_20_51_55,2.8909299655568312
Feb_20_21_24_59,2.9729470452801228
Feb_20_21_58_04,2.9666666666666663
Feb_20_22_31_09,3.0868154932264837
Feb_20_23_04_14,3.1715160796324655
Feb_20_23_37_20,3.173414820473644
Feb_21_00_10_26,3.223404255319149
Feb_21_00_43_32,3.286534047436878
Feb_21_01_16_36,3.2804343684511337
Feb_21_01_49_50,3.271877979027645
Feb_21_02_22_55,3.2656070471083876
Feb_21_02_56_00,3.301009716136407
Feb_21_03_29_05,3.3706534199465037
Feb_21_04_02_10,3.3159602901870944
Feb_21_05_41_30,3.351531636912604
Feb_21_06_14_35,3.3871029836381137
Feb_21_06_47_40,3.251863175998471
Feb_21_07_20_45,3.3311601150527324
Feb_21_07_53_50,3.1765042979942693
Feb_21_08_26_55,3.147829412889654
Feb_21_09_00_00,3.121369494133487
Feb_21_09_33_05,3.0189003436426116
